id,latitude,longitude
30799,-20.3198128,-40.3427539
37440,-1.4358568,-48.4619551
41188,-22.7576482,-47.3612248
41246,-12.98093,-38.4877033
42557,-23.6401347,-46.7920046
41785,-23.6240633,-46.568359
41334,-23.0101038,-43.451152
35678,-22.9868327,-47.1339683
33243,-22.7797183,-47.15794
41786,-23.6341347,-46.6414029
42788,-19.9255533,-43.9443558
41277,-22.9584757,-47.1987122
33665,-20.3555846,-40.4175569
36427,-20.3183883,-40.3425794
44378,-20.3471386,-40.3415351
41788,-23.4522867,-46.6987667
2309,-20.3128593,-40.2970203
43910,-20.3701292,-40.3700818
41190,-20.197286,-40.2555835
25445,-20.2311346,-40.279515
34529,-22.3173296,-49.1178498
4927,-20.3562277,-40.4064477
41501,-23.5948769,-46.6858179
43118,-22.8209831,-47.2531748
44153,-22.9370744,-47.0497057
37812,-22.2447029,-49.9354058
28497,-23.6287042,-46.588318
3627,-20.3802516,-40.3095735
35126,-20.2539692,-40.2631984
28305,-21.1524994,-47.7593049
18659,-22.96299,-47.1264033
34255,-20.3023319,-40.2963464
21949,-19.7777271,-44.1226084
24600,-20.2007534,-40.2550873
32526,-20.335732,-40.4001753
4434,-20.2975602,-40.2928371
24707,-20.2820978,-40.3299494
28298,-21.1673417,-47.730045
40781,-8.0996847,-34.8871745
42911,-23.4076,-46.397095
44396,-20.3749983,-40.3187258
17183,-22.9508633,-43.1846633
3970,-20.3411394,-40.2880108
24128,-23.6106533,-46.617531
42196,-20.2347684,-40.279869
19335,-3.7563355,-38.4875792
29361,-22.9463436,-47.0524839
44400,-22.9395013,-47.0788022
24787,-22.8710195,-43.7775656
2441,-20.1936468,-40.2545554
41095,-22.9887332,-43.2519476
33771,-20.201654,-40.2505897
27683,-20.201135,-40.2447967
43283,-22.942375,-47.080235
41199,-23.6644412,-46.8500964
12000,-20.3312756,-40.3639194
32057,-20.2194213,-40.279538
27430,-22.9643121,-47.0079482
36324,-20.2273142,-40.274481
15256,-23.5949615,-46.4505373
26848,-5.8277267,-35.2534783
41382,-20.37655,-40.4243633
41908,-21.1438,-47.8202823
33251,-20.3342783,-40.2851817
42545,-23.5632978,-46.5900748
20276,-20.1465632,-40.1883488
25924,-3.7238939,-38.5382543
26394,-20.3354955,-40.2836726
24885,-20.3355114,-40.2908725
44156,-20.16083,-40.1910617
31297,-22.8579296,-43.4947978
42629,-23.6161141,-46.5962004
35648,-20.3459571,-40.379453
6789,-20.3441447,-40.3245105
27629,-23.5802208,-46.6241933
33509,-20.2645245,-40.4146094
31180,-20.3238747,-40.4337531
23754,-20.1092439,-40.3253046
43960,-19.9312119,-43.9791769
28417,-22.888715,-47.0544267
10134,-20.29858,-40.2949135
32648,-20.4415573,-40.3606704
13011,-20.3214532,-40.3606303
43486,-20.1988383,-40.27154
22596,-22.9438977,-43.1836605
41000,-8.0370714,-34.9142796
37753,-19.8919085,-43.9281141
40844,-20.2574326,-40.2694943
43555,-23.5545375,-46.6508702
42127,-23.6353195,-46.6724213
34839,-20.3393347,-40.2858872
20796,-20.3423656,-40.3746189
40891,-23.516899,-46.4406518
33015,-20.3576932,-40.321064
3123,-20.2869033,-40.3081006
44117,-23.5832709,-46.8204828
20244,-3.7420767,-38.5003083
42408,-23.5048967,-46.6670533
42365,-20.2881186,-40.3153019
43286,-20.172465,-40.2560417
42714,-21.0187424,-40.8169214
42199,-23.5955111,-46.6865004
35485,-23.6502799,-46.7476393
35276,-19.8714161,-43.8616066
42912,-5.8268918,-35.2377026
17804,-22.8742034,-43.3108965
44175,-20.3152873,-40.2966371
34912,-20.2761815,-40.3243987
12257,-20.1500713,-40.2476009
9655,-20.2254068,-40.285982
34543,-22.8818012,-47.0234187
10055,-22.9889494,-43.6519922
555,-20.3204983,-40.3386283
31474,-23.6196102,-46.6776118
18962,-20.3470912,-40.3460923
31127,-21.1134995,-47.8189254
43825,-22.7385924,-47.3673338
42386,-23.6974483,-46.44479
17444,-20.3196099,-40.3533563
30370,-30.0982579,-51.2350993
37277,-19.5318976,-40.6231412
32722,-20.3304189,-40.4257578
19007,-22.9459299,-43.3633075
34978,-20.2926204,-40.4063306
43552,-22.8591617,-47.0377817
30456,-20.4279134,-40.339394
30189,-20.295553,-40.2907302
35318,-3.7666333,-38.6302233
2133,-20.2977953,-40.3122992
19420,-19.9277931,-43.9418099
30004,-20.1887516,-40.2567092
27007,-23.6452349,-46.7882862
37578,-19.8806426,-43.9296128
27992,-22.7816396,-43.3957903
30887,-22.8882083,-47.0531754
27161,-22.7807333,-43.3952628
8813,-20.1363844,-40.2006114
672,-20.5311604,-40.3820278
19443,-20.3108048,-40.2998426
35393,-20.3637184,-40.3025107
36211,-20.4380564,-40.3469249
3235,-20.2023832,-40.309957
22360,-22.8779303,-43.3530992
25865,-20.3352151,-40.2861378
28855,-5.7982912,-35.2209143
3898,-20.1941236,-40.2576424
19792,-22.9994145,-43.3619
34163,-19.9588972,-43.9716925
43604,-23.6303557,-46.7471722
35611,-3.8260603,-38.5510498
20192,-20.2758439,-40.3267273
42764,-23.5589636,-46.7906866
5471,-20.2759189,-40.2928377
4043,-20.2278983,-40.2718733
27493,-19.8733351,-43.9900916
37756,-20.3107972,-40.2948219
11274,-20.3737917,-40.37587
42931,-21.2173235,-50.4490386
42607,-19.9576206,-44.0648644
23275,-22.723708,-43.380964
43638,-19.3634295,-40.0596274
40789,-23.4528688,-46.268211
19087,-20.1259787,-40.186092
42392,-23.5221317,-46.5310083
44405,-23.594365,-46.6229483
33699,-20.2887915,-40.3050984
42925,-23.5035383,-47.4696133
33367,-20.3478892,-40.3303479
33526,-22.930415,-43.19856
14943,-20.3161639,-40.2937569
36304,-19.826853,-43.9061152
27469,-5.806576,-35.2233959
35240,-20.2391681,-40.3689966
42928,-19.880015,-43.9251984
37527,-20.3400626,-40.3084731
42664,-20.3697403,-40.3137468
30628,-3.7621818,-38.5435944
30730,-22.9039412,-47.0493036
5175,-22.9839897,-43.4716534
43276,-1.3500538,-48.404872
35473,-23.5737236,-46.6400347
25904,-20.3417672,-40.3186994
42049,-20.2558687,-40.3007234
12235,-20.4353437,-40.3512102
43586,-23.5165476,-46.6053313
23090,-20.3043285,-40.2974272
35289,-23.0031035,-43.3255107
31095,-5.8118659,-35.2014801
42687,-23.5607666,-46.808496
29108,-22.8888,-47.0541767
37599,-20.3397993,-40.2981756
35763,-1.4026933,-48.4675807
3712,-20.3326378,-40.3422327
43299,-7.9827816,-34.9277279
27803,-22.7814053,-43.3958104
27382,-5.8152631,-35.205955
27099,-20.2223625,-40.258097
33589,-23.6454079,-46.8143956
33605,-20.3342812,-40.4074284
43009,-22.8823883,-47.2043654
35995,-1.359597,-48.4420764
7018,-20.361052,-40.3530109
37758,-20.1989235,-40.2540677
34874,-20.2734016,-40.3008429
29740,-22.8677378,-43.3316631
30526,-3.7410296,-38.4704793
31523,-19.928645,-43.9479283
30393,-19.9745859,-43.9434809
43480,-20.2871383,-40.3084833
28004,-20.1722383,-40.2476805
30864,-20.3961898,-40.3365019
32054,-8.026108,-34.9122447
23732,-20.3177681,-40.3533794
21260,-20.3581272,-40.3637075
43100,-19.9221882,-40.1160108
31892,-22.824604,-47.0351096
5329,-20.2917811,-40.2925079
10268,-20.1569552,-40.2661352
29861,-21.1748594,-47.7569745
41853,-23.47188,-46.7553901
20589,-20.28282,-40.2938217
33940,-22.8888017,-47.0543967
2271,-20.33987,-40.3044217
42148,-23.4203331,-46.4964764
42757,-23.6225533,-46.4342118
32899,-19.8181098,-43.8822446
42190,-23.541177,-46.3675343
41202,-23.5725511,-46.6346963
4445,-20.3193892,-40.3285335
2277,-20.1739189,-40.2426963
35519,-20.3749944,-40.3920913
41174,-20.1730121,-40.2568059
8615,-20.2801048,-40.2908103
16033,-19.9313433,-43.972105
35263,-22.9818281,-47.1269735
43292,-22.9145333,-43.2127033
1280,-20.2967017,-40.32035
26055,-20.1317025,-40.2103578
32487,-20.2194948,-40.2681109
43815,-7.9901645,-34.8637312
41575,-3.7841533,-38.4818633
36179,-1.4589542,-48.4792408
36242,-20.2631,-40.2702913
31899,-20.3126401,-40.3013624
31384,-22.995465,-43.3647733
43028,-23.6270958,-46.7811039
35350,-23.4952989,-46.4637385
43331,-20.1965658,-40.2489578
35157,-20.34453,-40.3337704
43787,-20.1590567,-40.2502717
43368,-22.9373107,-47.3248887
43220,-20.2514417,-40.3772017
33385,-20.0643459,-40.1885076
20865,-19.9181018,-43.9380016
43851,-20.8687046,-47.5837558
37311,-5.8600876,-35.2056637
18530,-22.9970217,-43.3143238
40950,-23.5219308,-46.4593445
25058,-20.1549733,-40.24285
4021,-20.24853,-40.270205
84,-20.2134939,-40.2590681
41485,-20.2830313,-40.3321066
21572,-23.5791336,-46.7636937
18989,-22.7810129,-43.3955491
10231,-20.4252211,-40.326807
30512,-20.1542756,-40.2588106
32912,-20.25715,-40.2716978
25286,-23.6237788,-46.6881024
42873,-19.9235649,-43.9465446
32728,-20.25477,-40.37803
42109,-20.3420728,-40.2861491
24086,-20.2138967,-40.2625483
18822,-22.8718977,-43.2553335
37358,-20.2933784,-40.3018519
43512,-5.8222053,-35.2210229
42679,-19.9130198,-43.9139436
24168,-20.1840701,-40.193469
35265,-3.7329755,-38.4913974
14608,-20.2712695,-40.414824
7994,-22.7812,-43.3957151
16368,-22.8871729,-43.2282408
22124,-20.342998,-40.3479835
25470,-22.9821339,-43.5835157
35634,-23.5605383,-46.6883883
24670,-20.2120634,-40.2187704
42573,-8.1093835,-34.8887138
41195,-23.7752955,-46.615682
33359,-20.2531923,-40.2691387
35181,-8.0095818,-34.9520598
24595,-20.5080779,-40.3783084
34801,-20.3109996,-40.31057
2645,-20.3349783,-40.286665
30584,-20.1548682,-40.2425437
36016,-21.1131521,-47.8181074
32930,-20.2874267,-40.2942233
28193,-22.9274421,-43.6732719
43673,-5.8005101,-35.2028308
43374,-19.852682,-43.9619183
43920,-22.9809649,-47.1289917
14570,-20.361625,-40.29613
2261,-20.292257,-40.3097365
19543,-22.6770517,-43.6023533
43313,-8.1741649,-34.9181811
4389,-20.2588089,-40.2634249
36284,-20.3077525,-40.3187529
41766,-21.2018453,-47.8443308
35448,-20.1150182,-40.3095234
26028,-19.9281842,-43.9441029
32780,-8.0207006,-34.9306264
6674,-20.148765,-40.185821
25456,-3.7283969,-38.5024922
41187,-23.5033767,-46.847355
34518,-23.5357149,-46.4517339
40939,-23.7151361,-46.5242562
32889,-24.710862,-47.5716212
33851,-23.0013085,-43.3429979
42765,-23.5566865,-46.5942646
36448,-19.810135,-44.0192083
35858,-1.40286,-48.4508781
33594,-5.7858559,-35.2036759
36131,-22.9564585,-43.3547342
17603,-22.971891,-43.3325855
34150,-19.952746,-43.9391896
41405,-3.7385121,-38.516266
20250,-3.7509623,-38.5323917
41126,-23.6979733,-46.531865
30400,-20.2201329,-40.2068279
26353,-20.2981817,-40.2963217
26283,-19.9112466,-43.896817
41807,-20.2358175,-40.2879868
23324,-20.2279942,-40.2786493
30050,-16.7484996,-49.3729036
28848,-16.6742223,-49.2634764
26896,-20.1904961,-40.2659789
16760,-20.33928,-40.3655517
35782,-12.8864212,-38.3619008
25023,-20.3344833,-40.2850983
34199,-22.9754566,-43.3330122
30300,-23.6028482,-46.6804414
37748,-22.962305,-43.348705
26388,-5.7608272,-35.2520845
7369,-20.3322306,-40.3641031
21492,-20.1881999,-40.2717723
35024,-20.2821406,-40.2981963
42141,-19.9348562,-43.9719649
30577,-20.3158535,-40.2980642
41978,-20.1295589,-40.3012594
34110,-20.2722499,-40.3213614
20261,-3.7964217,-38.501185
25494,-19.8966048,-43.9274337
43051,-23.3621806,-46.7461489
30044,-3.7170206,-38.4635728
3497,-23.4067456,-46.5368177
24840,-20.3437544,-40.3353352
20073,-30.0848096,-51.1265283
42853,-20.3118381,-40.3529756
21297,-20.2951464,-40.2893609
42707,-23.53581,-46.518655
42633,-23.6381227,-46.7904268
31516,-16.838991,-49.248453
34857,-20.202305,-40.2455617
40843,-20.1501464,-40.2504113
3530,-20.1902938,-40.2630891
30233,-5.7974216,-35.2239316
35093,-19.9360632,-43.9166883
24459,-22.7810527,-43.3956506
34661,-3.9036911,-38.5987671
43810,-20.2060813,-40.2385588
23704,-20.3443554,-40.3424892
36421,-21.1750228,-47.8227285
43569,-22.774774774774773,-43.28465560488865
19576,-20.2892207,-40.3037782
35371,-20.3152224,-40.3547243
1874,-20.2937728,-40.3173587
43640,-23.5428617,-46.2583683
3650,-20.2738902,-40.296487
4703,-20.2650569,-40.2709292
26907,-25.4354934,-49.1756865
43574,-23.6086683,-46.7051205
33456,-8.0703164,-34.9306325
20639,-20.2693071,-40.3181123
35449,-20.1751825,-40.1933269
28835,-20.151527,-40.2427994
30589,-20.3066423,-40.2974071
36451,-20.25793,-40.2972217
32048,-20.2902866,-40.3048569
42132,-20.2376497,-40.2824831
25925,-22.8063926,-43.3834972
31261,-20.1337032,-40.3046732
20274,-22.8972067,-43.3685566
29826,-20.3220313,-40.3401
28356,-21.140965,-47.823185
18240,-22.6108549,-43.1781312
1680,-20.1773514,-40.2237879
27281,-22.7810862,-43.3959366
37461,-8.21327,-34.95863
29677,-22.85445,-43.618679
40818,-23.6261872,-46.5810712
30916,-22.7813191,-43.3957893
43364,-3.7571593,-38.4876064
7653,-20.2924038,-40.3414813
26870,-20.1998525,-40.272061
35561,-20.3668229,-40.3151313
35494,-23.7059067,-46.86265
41901,-23.5336233,-46.7269567
26818,-3.7296285,-38.4824186
7305,-20.1330228,-40.3029203
20635,-25.4494953,-49.3188798
43020,-20.2696523,-40.3196446
28686,-20.3186555,-40.4382826
5529,-20.3095702,-40.3025539
5010,-21.09864,-41.2539067
1637,-20.300865,-40.296445
30609,-20.3597133,-40.3015767
42985,-20.302077,-40.3150503
43373,-23.5908544,-46.6432124
36402,-3.7483107,-38.530424
18377,-22.7809808,-43.395536
35600,-3.7608855,-38.4705444
43434,-20.2007055,-40.3103696
34176,-3.776484,-38.6062972
32177,-20.1916027,-40.267555
34632,-20.2227613,-40.2568437
42814,-23.5782633,-46.6702933
29423,-23.4748035,-46.7134221
30236,-20.2548202,-40.3780318
36124,-20.3357483,-40.3068417
31339,-22.8850883,-47.0317813
42505,-22.9062582,-47.0954024
25399,-20.2146752,-40.2276732
43917,-8.0203043,-34.8888201
22012,-22.9558053,-43.3752356
42880,-23.4455504,-46.5818146
42019,-23.4946295,-46.675603
21113,-20.3310912,-40.4009835
28902,-20.3198267,-40.3478783
22522,-19.965102,-43.955207
43052,-20.1910759,-40.2592969
25808,-20.363229,-40.38993
42506,-19.9638155,-43.9789372
42341,-19.8515939,-44.0391135
41484,-23.6863957,-46.6407146
43845,-20.3702773,-40.3668884
36038,-19.7655083,-44.0302917
2274,-20.3533433,-40.2974733
31189,-20.284225,-40.3367462
41543,-23.5286763,-47.451679
40954,-23.63189,-46.4442818
41858,-1.446344,-48.4783573
43668,-20.3056458,-40.2937889
16445,-20.3679997,-40.3519787
5575,-20.3332836,-40.2802829
43089,-25.5429732,-49.2699389
30988,-20.2225993,-40.227947
20547,-22.8941483,-47.06008
31977,-20.2618424,-40.2956941
24418,-20.1790612,-40.2282946
43547,-23.7026221,-46.5324703
17022,-19.8809468,-43.9294863
16582,-23.5277386,-46.3660152
6515,-20.3047132,-40.3083153
28161,-20.262781,-40.2646548
34761,-20.3481433,-40.3832868
20237,-22.9562643,-43.1898779
31526,-8.0215899,-34.8810512
27781,-22.8923404,-47.0592406
30588,-3.7358116,-38.4929529
37825,-20.2842697,-40.3008461
41945,-22.8241872,-43.2804442
41657,-20.3101743,-40.2976512
31282,-22.7474418,-43.5062176
43671,-20.1954384,-40.237856
41179,-20.2675069,-40.394367
19966,-25.4489234,-49.24767
16995,-19.922067,-43.9725479
28223,-3.766682,-38.4825915
25211,-20.3593994,-40.4194566
8302,-20.80656,-40.6477105
32630,-20.3370272,-40.313554
37609,-20.2007137,-40.3102288
19031,-19.9126097,-44.0824634
28736,-23.5020915,-46.8358689
43448,-22.8865933,-47.0800883
25883,-23.6992486,-46.6114869
33863,-20.2224011,-40.2582241
43722,-23.6572782,-46.7463197
20662,-3.8003383,-38.4975917
26788,-20.2926024,-40.401621
24801,-30.0178613,-51.1640943
34456,-20.3345584,-40.4069194
43030,-20.301273,-41.0520338
30857,-3.7326167,-38.511845
28849,-25.4297121,-49.2564628
24506,-20.2964601,-40.2933832
29332,-3.7091822,-38.5594134
43677,-5.8207422,-35.208051
32862,-20.337241,-40.3078035
35160,-23.7678504,-46.707179
19596,-23.6076659,-46.9027808
43523,-19.8680769,-43.9850654
31106,-19.9237765,-43.9408988
43678,-20.3535331,-40.2978604
27866,-20.4280262,-40.3360226
30934,-20.3618109,-40.3629902
41798,-23.6010149,-46.688013
37528,-1.3382867,-48.4582817
43475,-19.9110559,-43.8939049
33784,-22.7810061,-43.3956731
27259,-5.8534487,-35.2019601
43524,-19.9349993,-43.9278609
27265,-19.857935,-43.9347117
37676,-1.3615639,-48.3948711
29781,-22.9166076,-43.217846
33104,-20.2407594,-40.2726817
2713,-23.6091017,-46.5109417
6167,-20.3525732,-40.2981984
42584,-21.1329499,-47.8200317
31491,-20.3215324,-40.3422898
29387,-16.6897778,-49.281052
22408,-20.4482602,-40.3579802
32389,-22.9982726,-43.3519782
33825,-22.9257583,-43.621685
5019,-20.329119,-40.3593035
36153,-20.3531417,-40.352695
30861,-7.99636,-34.8631183
26333,-20.1749744,-40.1933818
41321,-20.3145905,-40.2993478
42477,-19.8974487,-43.9404211
33478,-8.0866105,-34.8940611
23723,-22.7217279,-43.2895061
3913,-20.1260574,-40.1850519
27648,-20.2845317,-40.2951
34590,-19.8112589,-44.0156305
29110,-20.1590131,-40.1863423
35879,-1.3776323,-48.4823319
29577,-20.3139694,-40.3163362
24964,-23.55288,-46.61688
34069,-8.0893705,-34.9066778
24469,-20.2668618,-40.3910189
41639,-8.1123808,-34.9210505
32598,-5.7818805,-35.2033205
19339,-22.9011766,-47.0616545
34007,-20.3754696,-40.4172411
42275,-20.1721267,-40.2525733
20996,-22.9052481,-43.5512539
42153,-20.3635087,-40.4543738
16403,-20.3054307,-40.3138292
43107,-21.1918474,-47.8020646
24678,-22.7925847,-43.3148327
32822,-5.7290878,-35.2728766
41270,-23.5545883,-46.4581652
37529,-22.7349563,-43.3247263
37328,-19.934728,-44.1676754
43676,-3.7296775,-38.5455919
32861,-5.8216844,-35.2362911
30840,-20.2551292,-40.3784152
44291,-20.3496583,-40.3559304
25261,-20.1763555,-40.2224677
42089,-23.6089617,-46.8021483
31401,-23.5464811,-46.4413877
30038,-3.7388088,-38.4819249
30643,-8.023459,-34.8909586
32162,-20.3576977,-40.3682578
18821,-23.61782,-46.6101025
29045,-20.2147083,-40.244875
32369,-22.8528831,-47.2039986
43354,-22.9249458,-43.312427
27737,-20.2013975,-40.2447052
25672,-23.5408317,-46.7160238
4803,-22.9001715,-43.2443215
19060,-23.523625,-46.82437
29968,-20.2975983,-40.29286
27215,-20.348009,-40.2937691
32770,-5.7969439,-35.2005485
40914,-22.7801959,-43.3945833
16786,-22.8764841,-43.447608
33793,-8.0606283,-34.88313
15641,-19.885537,-43.922472
20528,-20.1969516,-40.2556615
37705,-20.2187066,-40.2653959
22740,-20.3788146,-40.3215272
17928,-22.7441401,-43.4495308
35460,-3.7356398,-38.5176604
33592,-20.3146156,-40.3552779
27009,-19.9377789,-43.9061964
25540,-22.7731193,-43.385223
28715,-5.7411299,-35.2129438
8031,-21.1810678,-47.8075317
24741,-20.177365,-40.224155
28434,-23.5366769,-46.6208388
21483,-22.9979525,-43.2653244
42810,-20.1270927,-40.3105173
21872,-23.5793035,-46.7639452
15903,-19.9127376,-43.8862902
22852,-20.3415562,-40.2843692
27054,-5.8206506,-35.2462557
3121,-20.359822,-40.4186999
15879,-20.2277946,-40.2718397
4159,-20.2610823,-40.3029859
28458,-19.5195658,-40.5785741
31754,-19.8158367,-44.0142117
23044,-22.9885351,-43.3219969
41345,-23.556124,-46.8436066
19528,-23.6833591,-46.79509
18064,-19.8267243,-43.9804311
27164,-23.6187529,-46.65833
29729,-20.2945999,-40.305354
34247,-5.7954198,-35.2259051
35732,-20.3637512,-40.3174888
24070,-23.6823717,-46.6555741
30830,-3.736954,-38.4955781
20687,-3.7403397,-38.4997033
36418,-20.1722717,-40.211205
41654,-23.6196907,-46.7487234
25957,-22.8699353,-43.7929338
35716,-20.1161377,-40.2876654
25468,-22.8296442,-43.3889758
40968,-5.8247931,-35.2573523
16010,-19.8268261,-43.9932006
4975,-22.7203409,-43.3131771
33790,-20.3413141,-40.3003468
41140,-23.6319407,-46.641762
26400,-20.190066,-40.2196961
