id,latitude,longitude
41344,-8.0115333,-34.843985
24062,-20.2063067,-40.26446
41983,-20.2539504,-40.4299629
29436,-22.8646269,-43.5400112
16781,-19.9546662,-43.9379543
30478,-7.9914376,-34.9338556
42665,-23.5479417,-46.6049817
31267,-20.1518996,-40.2375858
33722,-20.3504602,-40.2951902
4818,-20.3585538,-40.3773974
31396,-20.2927467,-40.4011731
33376,-20.2575125,-40.2962166
33879,-20.207212,-40.2500826
27423,-20.3744102,-40.4075735
15605,-20.2186451,-40.2074066
36185,-20.3035075,-40.2978563
35387,-8.07114,-34.9314567
21198,-23.5737649,-46.7513941
35664,-20.2126233,-40.2780767
35534,-30.1220234,-51.2178981
43727,-20.2066717,-40.2737899
26964,-20.1662474,-40.2513075
42796,-20.8894704,-40.778434
31919,-20.1493263,-40.2725671
27487,-3.7142199,-38.4651143
28708,-5.8841775,-35.1662678
19385,-3.771578,-38.5777877
25318,-20.3461791,-40.338543
41916,-23.6486096,-46.8034823
22618,-20.3101927,-40.3199948
37764,-20.150591,-40.2714052
25641,-5.7948257,-35.2174135
41911,-23.9779396,-46.3163579
18666,-20.316524,-40.297972
34458,-3.7947254,-38.6052032
43616,-22.86289,-43.2384
27877,-22.8957233,-47.0521723
32128,-20.2227265,-40.2197175
28046,-20.2997473,-40.3160613
31108,-22.8725166,-43.7713315
41770,-23.6422955,-46.5569797
32223,-25.581161,-49.3327289
41101,-23.5574015,-46.7990394
26462,-20.2237109,-40.2772023
41814,-23.4202409,-46.8587152
5766,-20.2570596,-40.2948079
20138,-29.9480101,-51.0579339
25232,-20.3358698,-40.3176716
26967,-5.8053833,-35.2089333
35235,-19.8961542,-43.9692823
23807,-20.3497128,-40.3059738
30261,-20.3125903,-40.3684206
41752,-23.630658,-46.8055289
41808,-20.3560594,-40.4094925
15353,-20.3053128,-40.3111921
28311,-20.3357977,-40.3804556
18637,-22.7702687,-47.1102139
33008,-20.347403,-40.3369728
31348,-8.003757,-34.8844109
21466,-23.6568467,-46.7002433
14120,-20.2506518,-40.2692471
41254,-23.5991256,-46.6331099
41398,-19.3626125,-40.0550097
30216,-3.7496082,-38.5171908
32815,-8.0317215,-34.9190831
4418,-20.1607701,-40.2584441
26252,-23.5712743,-46.7372166
19915,-25.4442791,-49.2671443
26626,-20.0462587,-40.2018071
35336,-22.9875627,-43.3215181
386,-20.3413714,-40.3886688
18218,-23.6214031,-46.6543206
32958,-20.1957103,-40.2718799
27441,-20.1318288,-40.1918413
25408,-23.5820207,-46.6836732
33610,-20.1361945,-40.1948829
18284,-23.5834172,-46.6896165
37317,-1.3791656,-48.4487097
40960,-23.6802663,-46.6667447
29337,-23.4880114,-46.6006175
19337,-22.9325737,-47.0322374
26273,-29.9175897,-51.0782047
19736,-25.4739767,-49.2583333
29651,-3.8243441,-38.566619
42006,-23.4971532,-46.5118068
41057,-23.4753767,-46.350113
35919,-20.3775351,-40.3711896
31931,-20.1730275,-40.2531292
37299,-5.775204,-35.310926
23982,-8.0215774,-34.8863294
31768,-23.0116757,-43.3057444
42726,-20.2208683,-40.2302429
28229,-22.8869361,-43.2813331
24091,-20.1832592,-40.2038474
35875,-3.7408958,-38.4703928
41780,-23.4309967,-46.7108767
32408,-5.738705,-35.265845
28127,-23.5010058,-46.5741468
41094,-23.6021765,-46.5194016
33330,-3.7412983,-38.5330017
2643,-20.3482797,-40.3056628
30093,-19.7993649,-43.9590679
19941,-25.5570563,-49.1708732
35867,-20.3904054,-40.3263196
41782,-21.1069635,-47.8306153
31499,-16.6482021,-49.3261231
30605,-20.2121047,-40.252161
9513,-20.2837327,-40.2952267
23665,-20.36247,-40.4260417
35042,-19.4888221,-42.6227266
41335,-23.5399483,-46.4239933
42364,-22.3703017,-46.9192633
33547,-22.79862,-43.1856267
5398,-20.1501751,-40.2663324
26579,-20.3481591,-40.288473
25245,-20.3121696,-40.2984446
37491,-19.9345109,-43.9450999
34225,-22.8957314,-43.312014
37696,-23.0324717,-43.4717633
23446,-18.915703,-48.2459179
17733,-20.2032644,-40.2696216
35751,-1.413517,-48.474486
6160,-20.29483,-40.2938883
41881,-23.68117,-46.5989633
35894,-1.3166975,-48.4543585
86,-20.3435817,-40.3132208
4762,-20.336508,-40.3619429
40848,-20.1907871,-40.2662919
25805,-23.5818661,-46.6312341
20929,-20.3388003,-40.2853252
34755,-22.8269926,-47.0673019
32363,-22.9846451,-43.2394002
6539,-20.2561329,-40.3768305
41012,-3.7873381,-38.5172923
27346,-22.849578,-47.0455158
42205,-20.3064684,-40.3053117
15688,-20.191392,-40.228617
31002,-3.8020291,-38.5167272
41328,-7.9417382,-34.825913
24895,-23.6214779,-46.7006434
32039,-20.2003201,-40.2720563
41219,-23.5955834,-47.014401
23767,-23.5912456,-46.6856217
41136,-23.6493221,-46.7967407
19132,-22.965645,-47.1987533
41123,-20.3526897,-40.3039743
37801,-23.5581774,-46.5113002
33026,-20.3188722,-40.3909145
42471,-22.9827897,-46.9821267
27642,-20.3558968,-40.305381
40940,-21.19354,-47.8099583
21518,-30.0727717,-51.0270067
23701,-22.8888117,-47.0543467
37814,-23.7285033,-46.7674656
21262,-23.010889,-43.3324499
23175,-20.1899022,-40.2586084
33394,-20.3321775,-40.3893805
24691,-3.7209895,-38.5228103
19223,-8.1223859,-34.8991337
42345,-20.3366025,-40.3973165
26929,-20.3454839,-40.3963299
42923,-3.7380662,-38.4962027
32280,-19.9167036,-43.9157339
25537,-19.9344836,-43.9159314
40967,-23.6312589,-46.5305977
34952,-20.1231117,-40.32104
24936,-20.1157627,-40.2921704
26452,-22.7259805,-47.6339496
43320,-23.4519047,-46.4796166
13080,-20.2975652,-40.32524
28843,-20.3647139,-40.3650024
26003,-22.9748409,-43.6827972
26048,-20.3006595,-40.2945599
23980,-20.3072279,-40.3687314
14777,-23.7551273,-46.6930662
25900,-22.8151791,-43.3657619
24917,-20.1811565,-40.2270322
29661,-16.6722868,-49.2341394
34277,-22.7821224,-43.3645922
34100,-20.306422,-40.372768
24206,-20.223005,-40.2639383
25563,-20.13164,-40.1873887
26254,-20.30045,-40.2979583
41749,-23.5240481,-46.5286101
27968,-20.1975578,-40.2437311
29519,-22.9997226,-43.3471148
37303,-23.59905,-46.4765117
42293,-23.5867719,-46.510877
32232,-23.6098049,-46.7597683
365,-20.2831622,-40.2900487
41900,-23.539363,-46.409488
41251,-23.6482859,-46.6690413
22718,-20.2955917,-40.3478383
36086,-1.3790367,-48.4549861
5160,-20.3452815,-40.2974596
29648,-20.344513,-40.3008617
16922,-20.3302706,-40.3690112
31437,-19.9514169,-43.941918
17084,-22.9549749,-43.3542314
28200,-5.8237357,-35.2239256
33450,-20.2192103,-40.21684
27044,-20.2700956,-40.2901422
5980,-20.1905179,-40.2663473
30219,-3.7553901,-38.530153
16638,-19.8589584,-43.9079612
6894,-20.3024074,-40.3679283
20985,-20.3433167,-40.3990917
41413,-23.5921778,-46.7544242
41158,-23.6523278,-46.493876
18553,-23.5355573,-46.7121956
24609,-20.1689717,-40.2471967
24192,-22.9697025,-47.1356883
34933,-29.8484749,-51.1699028
18685,-22.9580122,-43.2057434
22949,-17.5964374,-44.7258065
18017,-20.3333033,-40.3100383
5065,-20.2638469,-40.2537319
19307,-25.3661667,-49.26064
25548,-22.937636,-47.0494546
41432,-23.4670203,-46.8677767
41612,-20.3105669,-40.320113
42118,-19.9253497,-43.9507907
34345,-20.3467895,-40.3462053
35104,-12.2200828,-38.9698677
34250,-22.7594786,-43.3312137
41514,-23.4172964,-46.501247
11641,-20.3437759,-40.3996025
32786,-22.8909415,-47.0759341
10236,-20.1939276,-40.257804
36300,-20.1918065,-40.2621647
41009,-3.7537868,-38.5908532
33586,-20.1460617,-40.2694802
25656,-20.3379671,-40.3362823
806,-20.2914633,-40.3048197
41576,-20.3094096,-40.3081262
27902,-20.1948417,-40.2542417
31355,-20.2165436,-40.2593324
42186,-22.8641861,-47.2130364
24142,-23.7431421,-46.6919008
28120,-21.2053625,-47.855461
40953,-1.4572535,-48.4885987
23067,-20.316964,-40.3813102
33299,-20.2428449,-40.2676325
34607,-23.5460527,-46.6883036
29376,-20.3162817,-40.2903117
41902,-23.6660557,-46.7705691
35074,-20.3523219,-40.3951219
28871,-30.0676125,-51.1634428
41002,-23.5160044,-46.7999029
15373,-19.9204007,-43.9606136
29215,-3.7551083,-38.5303033
33449,-7.945486,-34.864475
28745,-16.6841339,-49.3329656
42353,-23.6537224,-46.7841223
29180,-20.3714233,-40.3040517
40951,-23.6687976,-46.737002
22673,-8.07379,-34.924875
25895,-22.9001485,-43.2881163
31681,-19.8761496,-43.92493
34302,-21.1980919,-47.8302183
40879,-1.4432004,-48.494184
34662,-5.8035905,-35.2300662
123,-20.3533141,-40.3583256
37342,-3.7368267,-38.4806067
33906,-3.7249822,-38.5152104
34783,-15.8505015,-48.0614791
5583,-20.3397291,-40.3060539
24177,-20.3432003,-40.2959864
35027,-22.9003432,-43.5716679
41567,-20.3356846,-40.3907826
41229,-23.7242915,-46.7595227
37405,-1.4452091,-48.4743277
24773,-20.3461739,-40.2900942
32914,-20.35379,-40.296955
42744,-20.3448406,-40.4064968
30141,-16.7838184,-49.366717
16344,-20.3428622,-40.2918624
34435,-23.5147928,-46.8582563
31349,-22.7974583,-43.3810312
26961,-20.3011526,-40.3106604
35177,-3.8865653,-38.615571
28775,-22.9482902,-43.6095183
28893,-3.7159593,-38.5860044
27464,-23.0011858,-43.3380731
35439,-3.7907393,-38.4805828
30146,-20.3409679,-40.3851809
35474,-3.7558955,-38.6019695
21615,-23.0033113,-43.4505526
29539,-16.8060447,-49.3540002
6059,-20.2239397,-40.2505773
40807,-22.8925511,-43.6072985
4155,-20.3366818,-40.3048429
40826,-5.7846468,-35.1937857
33910,-3.7408607,-38.470084
41967,-8.0470767,-34.88826
35942,-20.3155416,-40.3031683
26303,-22.8771831,-47.1294029
41216,-22.891338,-47.0568603
37760,-22.9583849,-47.193161
35764,-20.234399,-40.2839285
41185,-23.6240173,-46.6832732
27531,-20.272234,-40.3225629
29705,-22.8654931,-43.2932591
27969,-20.2432327,-40.2699347
34519,-20.1750367,-40.2001283
7022,-20.2765952,-40.2857237
40986,-20.3698443,-40.3170345
30232,-19.2517791,-40.4628674
17934,-22.9853402,-43.2267593
27996,-20.511004,-40.3708858
30899,-20.3415363,-40.3176467
15735,-19.9106838,-43.9206993
42461,-22.8834401,-47.1971064
4825,-20.2021316,-40.2629095
29543,-22.9841847,-43.2273535
24252,-22.6289016,-42.0008645
4524,-20.1494284,-40.2683932
26269,-16.624685,-49.2622431
36342,-23.5860739,-46.680351
35193,-3.749225,-38.5279733
23232,-20.1775626,-40.2241757
7485,-22.9786436,-47.108932
34734,-20.3425885,-40.3192289
34696,-22.891302,-43.4715854
32905,-5.7795733,-35.2001117
22605,-19.9430825,-43.9339945
8480,-20.3176168,-40.3383251
29969,-30.0901595,-51.2096461
17284,-19.8153618,-43.9424981
34294,-22.8676833,-47.0418133
37502,-23.5030578,-46.6224357
29151,-23.6305471,-46.7036574
12389,-23.6725026,-46.4995526
37799,-23.7022821,-46.5669588
31900,-3.7296115,-38.5456171
14081,-20.3436143,-40.3807834
24392,-3.7256456,-38.5148721
33067,-8.0349615,-34.9121942
34450,-20.1997727,-40.2514107
35841,-20.3417676,-40.3185743
32572,-20.3633128,-40.2992279
34961,-3.7541428,-38.5082213
36108,-1.4066132,-48.3912154
35353,-3.7543075,-38.4886528
34641,-3.9002617,-38.6182117
33464,-20.334537,-40.3278096
7706,-20.3445367,-40.3993586
9448,-20.3323808,-40.3877543
31207,-19.95608,-43.984015
36449,-19.9466826,-43.9411082
32603,-20.1951184,-40.2333195
33061,-7.999879,-34.9002758
13860,-20.1408322,-40.1997375
17791,-22.7598458,-43.2833014
35291,-3.8768355,-38.5924104
23568,-3.7419737,-38.4946771
2361,-20.306798,-40.3116186
36092,-3.7318408,-38.5310813
26226,-23.6574638,-46.7492093
24134,-23.6797333,-46.661015
28938,-3.7893969,-38.5982364
36438,-19.9396388,-43.9386785
5811,-20.145676,-40.2683933
34596,-22.72587,-43.3719633
16560,-20.1742262,-40.2187424
28334,-21.2047013,-47.8099314
34188,-22.7178016,-43.5412281
25723,-22.9766396,-43.3289646
22542,-20.345945,-40.29999
30652,-7.936829,-34.8538627
29003,-20.155325,-40.2758133
4795,-20.176275,-40.1977577
11745,-19.8835756,-43.9578698
34872,-20.3692886,-40.4203115
35320,-23.4494098,-46.7327015
25681,-20.2521264,-40.2701293
14766,-8.1317133,-34.903005
23352,-20.2537998,-40.2703118
5641,-20.4463,-40.3368139
25621,-20.2733547,-40.293922
34925,-20.3181186,-40.2893908
41426,-20.1966483,-40.2760667
37714,-20.1964018,-40.2284424
30150,-7.9670317,-34.8413567
32440,-20.3557456,-40.2946646
29153,-20.153307,-40.2679851
33255,-20.3523761,-40.3699941
34447,-20.2922955,-40.3011355
22551,-20.2403319,-40.2750579
29585,-22.9720858,-47.1333782
24002,-20.3059808,-40.3823471
1643,-20.3393913,-40.2859341
22914,-22.9603136,-43.3453324
12913,-3.843701,-38.4934987
42238,-20.1623701,-40.2729112
41198,-23.6479505,-46.5313225
683,-20.2875031,-40.3115758
21533,-20.3393288,-40.3734158
22870,-23.003197,-43.3258944
4835,-19.9708874,-43.9964181
29674,-16.7188642,-49.2635845
25944,-22.7343555,-43.4015952
34520,-23.6057832,-46.7641576
35338,-22.87781,-47.0580483
4444,-20.4447265,-40.3420128
36358,-3.7607831,-38.6271173
31921,-20.3003547,-40.4040521
25481,-25.509915,-49.2308967
32117,-20.3134732,-40.2974942
32540,-20.3361533,-40.30543
37850,-22.9031371,-47.0490331
37635,-3.76459,-38.6318835
18775,-22.8205626,-43.4002888
18810,-22.8623857,-43.3713408
23442,-20.3376988,-40.3775747
35889,-8.500109,-36.9474455
24187,-23.5488417,-46.389855
41055,-23.0366575,-47.0002558
41028,-22.9606947,-43.3537358
41200,-23.5917118,-46.522868
37831,-1.418225,-48.4805867
31961,-20.3545366,-40.2855483
41210,-23.5591283,-46.6909739
41340,-23.7418304,-46.6882921
32094,-20.2538095,-40.2885282
35955,-20.3328192,-40.422543
35624,-20.2143127,-40.2367951
6459,-20.3618821,-40.3012248
20000,-30.0738433,-51.1124018
26206,-23.663073,-46.7283581
34704,-20.3224293,-40.3917126
35416,-20.3902711,-40.4969057
37624,-23.6369757,-46.7099834
35428,-23.5690356,-46.6569819
3480,-20.3446683,-40.3891717
32015,-20.2189758,-40.2909472
41441,-23.5634552,-46.6573437
35462,-20.3436225,-40.4219387
1569,-20.2673776,-40.2844326
18915,-23.6213453,-46.8163517
21131,-20.26402,-40.4192095
35451,-3.8001275,-38.5096777
24970,-5.7570447,-35.2679801
24306,-23.6745523,-46.6315518
11013,-20.2063283,-40.30329
35232,-20.1305411,-40.303493
34676,-20.3450998,-40.2940352
31976,-23.6284773,-46.5364493
32136,-20.1327168,-40.1966242
30744,-21.2106139,-47.8148406
36262,-20.113505,-40.3203514
33219,-23.573232,-46.6314861
33462,-20.3432111,-40.3878064
37822,-8.0737667,-34.9247783
28944,-22.8663975,-47.0250504
41159,-23.9965921,-46.4494007
35325,-3.7326617,-38.577705
40970,-23.1949579,-46.8727222
24978,-23.7176597,-46.6150887
40994,-21.1977687,-47.7774995
1707,-20.1679402,-40.2004368
19641,-3.8375967,-38.5301879
36054,-21.172299,-47.8096099
35433,-21.2196638,-47.8182209
37274,-23.66796,-46.6453673
19969,-25.4698876,-49.3246949
23467,-20.2494988,-40.2678685
404,-20.1909879,-40.2384007
37689,-23.6447658,-46.5449258
21236,-20.3264446,-40.3337825
28740,-20.1551849,-40.26001
18999,-23.5912202,-46.7142445
32374,-20.1313315,-40.1944455
35786,-20.1304854,-40.3035779
37404,-23.6012037,-46.6810709
18805,-20.1391781,-40.2983622
32634,-20.3211681,-40.3428985
35378,-22.9979853,-43.351326
29942,-20.341468,-40.3912221
28597,-22.8790848,-47.0279332
11270,-20.344616,-40.3991542
25006,-20.2535085,-40.2635021
37301,-5.862635,-35.2047151
32406,-22.7579275,-43.4360783
31120,-20.346145,-40.31182
32358,-20.3149542,-40.3675822
23898,-20.3011277,-40.3220369
23314,-20.3501346,-40.2851349
29754,-3.7543398,-38.5257678
27676,-3.7527783,-38.5253733
29616,-23.5310967,-46.62944
34459,-20.2236116,-40.2637803
27588,-19.8071318,-44.0103134
32510,-19.9219161,-43.9572291
5867,-20.2815354,-40.3014951
33731,-22.8879114,-43.2995666
18937,-20.5588955,-47.3693128
26542,-19.9226262,-43.9403138
25545,-20.2360211,-40.285192
19959,-25.3729067,-49.2133817
10430,-20.3537313,-40.3057267
34474,-20.2824135,-40.3306224
3685,-20.1552746,-40.2757838
21700,-3.7576972,-38.5189637
35882,-20.3573133,-40.3057667
18196,-19.867172,-43.9276202
23684,-20.3119409,-40.3203361
33961,-19.9229216,-43.938477
1545,-20.2822004,-40.296087
36420,-20.4388086,-40.3329037
32725,-3.753488,-38.5374948
34873,-22.7522483,-46.8978367
15409,-20.5136981,-40.4483125
16188,-7.9148444,-34.9062625
31904,-20.331548,-40.3668421
25577,-20.3576729,-40.2978536
1581,-20.5046968,-42.2055283
469,-20.2150735,-40.2931424
15529,-20.1989711,-40.2808235
5780,-20.2295085,-40.2168591
28724,-23.3790383,-46.448155
15422,-20.1979006,-40.266042
23758,-20.2238987,-40.2515181
27046,-23.6432199,-46.818665
17762,-20.2987101,-40.3141484
37396,-20.2172142,-40.2094434
27888,-20.3232786,-40.3512669
19245,-20.1134313,-40.3243682
27840,-20.355938,-40.3052908
21876,-3.8001033,-38.5876933
15193,-20.320813,-40.3376812
12879,-20.3065505,-40.3679867
35281,-20.1543428,-40.1862699
22161,-23.6836661,-46.5290632
18292,-20.339797,-40.3068001
27957,-20.1501079,-40.2581586
4265,-20.3729125,-40.3048304
6800,-20.3569036,-40.4393622
10922,-20.216728,-40.2713098
19052,-20.4168996,-40.3360044
21479,-22.7147549,-43.3228564
43330,-23.5524442,-46.527476
29800,-8.0056467,-35.0314132
32095,-20.1932075,-40.2657048
19691,-25.4571111,-49.2922927
16578,-20.2702425,-40.2900241
30403,-20.3134311,-40.3085141
42749,-20.1937683,-40.2716617
19170,-8.0521567,-34.913835
28087,-21.2564345,-47.8184704
21209,-20.1391874,-40.2447582
20194,-20.3526511,-40.2989265
21220,-20.1966483,-40.249585
41625,-20.3404419,-40.3894441
11331,-20.3039478,-40.3746223
31939,-20.2802544,-40.3368824
35415,-22.9724222,-43.1864462
27838,-20.1475941,-40.2645452
6483,-20.1318095,-40.1874758
17010,-22.8248649,-43.3823519
4031,-20.2081089,-40.2459455
25902,-22.6891432,-43.4589959
36210,-20.170545,-40.25835
25604,-20.2328232,-40.2874942
30642,-22.9815992,-43.2160648
16119,-19.8827859,-43.852481
30351,-8.1159247,-34.9240889
33210,-20.1961561,-40.2286529
36093,-20.3500732,-40.3290547
32688,-20.3481789,-40.3256871
25825,-5.7694052,-35.2816689
34560,-22.9555895,-43.1835707
35554,-22.7920368,-43.550199
32859,-20.1873455,-40.2571057
23668,-20.1326583,-40.1972983
35013,-20.2133065,-40.2334746
32284,-20.2578834,-40.432224
34428,-20.3512257,-40.382127
34747,-20.3180181,-40.3012463
31260,-20.14988,-40.2576117
27603,-23.5744669,-46.6396016
23495,-20.1931317,-40.2657317
32237,-20.3299073,-40.3533479
34165,-20.3084537,-40.3029446
29598,-19.7494487,-40.0460673
29528,-16.6846737,-49.2586366
42355,-20.344882,-40.2849614
27732,-20.1289597,-40.1872713
28304,-21.2743109,-47.8005694
16108,-20.3477113,-40.3911863
20027,-20.2098783,-40.2540383
23404,-20.3521317,-40.3946238
41615,-23.6613433,-46.67804
34782,-8.1332835,-34.9005253
28679,-3.7538642,-38.4906347
43339,-23.4362866,-46.5358993
27879,-5.7919778,-35.2163667
43237,-16.3023238,-48.9698428
41275,-5.7976571,-35.2044961
33254,-20.2954455,-40.2945914
27941,-22.8887513,-47.0542987
14720,-20.254064,-40.2668855
8284,-20.1805432,-40.2590209
26024,-20.3561612,-40.3042159
19531,-23.5510324,-46.6478109
24554,-20.125878,-40.282398
42869,-7.9541287,-34.8975565
33911,-20.3128565,-40.3124297
1752,-20.3010043,-40.3068778
34376,-20.2134724,-40.2030862
4728,-20.3542838,-40.3126509
41697,-20.1198788,-40.3203076
40822,-20.1980129,-40.2365984
27290,-20.1951796,-40.2691487
25899,-22.9311273,-43.3672183
31113,-20.3708564,-40.3732125
37567,-22.7785036,-43.4234173
30277,-22.8347732,-43.4137326
23134,-3.8058291,-38.4975175
29217,-3.7579398,-38.5336485
33312,-22.9147487,-47.0349018
29525,-16.776832,-49.2255867
18808,-22.9460779,-43.5860451
21435,-23.6845636,-46.7682246
20787,-22.9364391,-43.3475814
42178,-19.9632781,-44.1630824
42907,-22.0305013,-47.8980133
31996,-19.9191184,-43.9398954
42946,-20.2065117,-40.250842
24541,-20.3590039,-40.2992328
34746,-23.5909807,-46.7037963
43060,-23.4283508,-46.5095842
36087,-20.1774317,-40.2238567
43243,-25.4348906,-49.2810131
43027,-20.2223617,-41.5132005
42807,-20.1282575,-40.3145047
37761,-20.1985701,-40.2606983
1626,-20.3718575,-40.3708694
4350,-20.3420825,-40.3111487
42410,-19.7579007,-43.9385983
42192,-20.1902132,-40.2637773
33507,-20.1526546,-40.26625
42356,-23.4797883,-46.64369
33189,-20.2592747,-40.2691697
42459,-22.9174229,-47.1085462
1642,-20.3372395,-40.2943411
20127,-30.1051497,-51.1395962
29422,-20.2674652,-40.2856321
24451,-20.3598538,-40.4524299
37675,-8.0355301,-34.9118437
16739,-20.330231,-40.387787
41387,-20.225455,-40.285225
28313,-21.199025,-47.8149983
19544,-22.9226447,-47.0645681
5877,-20.3562109,-40.4108341
17227,-22.9031149,-43.8764454
31457,-20.34693,-40.3330783
22331,-3.8968943,-38.6137717
303,-20.3474509,-40.4113928
27173,-20.3754133,-40.4212417
4097,-20.2492823,-40.2652436
30531,-20.2814766,-40.3305612
10693,-20.2635648,-40.2959163
27829,-5.8862147,-35.1704561
25271,-20.2543046,-40.2669519
14740,-22.8716572,-43.3576266
36271,-1.3299717,-48.3799433
26956,-22.8887638,-47.0543193
18318,-20.1501881,-40.2490768
2939,-20.2310037,-40.2818144
26828,-22.9594583,-43.349035
5817,-20.2930283,-40.39327
14812,-20.2924758,-40.2940182
26656,-20.3445711,-40.2966814
30711,-19.9055283,-43.91737
32811,-8.0364823,-34.871317
36450,-8.0013039,-35.0351056
26906,-5.7816602,-35.3087284
7386,-20.4438894,-40.3345074
37267,-19.9416713,-44.0297824
37506,-19.9300633,-44.1396431
28156,-21.1650939,-47.8189557
34278,-22.8951394,-43.3596014
32731,-25.4875087,-49.3392059
16891,-19.9464163,-44.0209911
37347,-20.2380194,-40.282504
19174,-22.960529,-47.1939271
24862,-20.0532036,-40.1986144
35740,-12.9488922,-38.4958094
35998,-1.2968319,-48.4437576
35862,-22.773221,-43.3328483
3132,-20.3079075,-40.2956224
24471,-20.2476667,-40.2735483
6121,-22.7352617,-47.6391083
27349,-23.7085322,-46.6849005
12777,-20.1531942,-40.2378721
4537,-20.281565,-40.29962
18904,-23.7525596,-46.6565769
17258,-22.8705768,-43.2853735
20219,-20.3029083,-40.29788
3935,-20.295753,-40.32004
35574,-3.7341358,-38.5985113
36396,-1.4523074,-48.464086
28279,-22.4873845,-40.0970227
27220,-20.2824579,-40.2933755
5523,-20.4462687,-40.3606401
28644,-23.6197149,-46.7220495
3495,-20.2169198,-40.2505992
5856,-22.6143883,-43.1628783
32802,-20.1828067,-40.262855
34817,-20.3066128,-40.3881105
28698,-3.7392901,-38.515441
29875,-8.0264441,-34.9605836
18802,-23.7195554,-46.700959
27392,-20.392335,-40.3217017
8473,-20.3286046,-40.4107287
11020,-20.1752287,-40.1937096
13660,-22.9764728,-43.1902596
16482,-23.8538614,-46.7053084
35165,-20.1729879,-40.2108747
2317,-20.2051422,-40.2487727
14957,-19.831199,-40.2816672
18658,-23.6700717,-46.4799567
28467,-23.6926216,-46.6450121
21660,-20.3130599,-40.2871446
18406,-23.6512126,-46.8065437
19390,-3.7471203,-38.4941546
42321,-23.6292612,-46.7527722
14801,-20.1953468,-40.2590617
33070,-20.3406756,-40.3274571
41045,-20.1163124,-40.2910021
5498,-20.1558867,-40.2636465
27849,-20.3143192,-40.3715265
19354,-30.0434782,-51.2231748
24076,-22.8816083,-43.326391
25599,-23.0007614,-43.3955002
20043,-30.0937355,-51.1366111
2710,-20.3784883,-40.307
22622,-19.8236551,-40.27738
20476,-20.1790528,-40.2202875
2373,-20.3128773,-40.3010237
7838,-20.3547056,-40.3704807
35186,-23.6461086,-46.7427867
31144,-22.7993145,-43.4331297
6935,-20.2882056,-40.3116524
21668,-22.9121234,-47.0642998
42649,-23.6627619,-46.7571398
19299,-8.1680593,-34.9157868
30295,-23.0107632,-43.4477202
15821,-7.8987298,-35.1773436
3824,-20.3157633,-40.2938583
33146,-19.949145,-44.10416
40780,-22.8977866,-47.1684989
1980,-20.3612002,-40.3033914
35364,-3.739918,-38.5130538
5743,-20.3329113,-40.4051373
19961,-20.354092,-40.3456228
5547,-23.5270454,-46.4358328
32668,-22.7810143,-43.3955938
2600,-20.3414983,-40.3336844
26607,-20.120644,-40.3192711
28648,-23.6131614,-46.6550643
19029,-22.9105899,-43.2921258
6154,-20.210645,-40.276455
22732,-23.6749369,-46.6179529
28065,-20.3378868,-40.4166413
18627,-23.6571701,-46.7419055
31493,-20.3197917,-40.3322017
11146,-22.8469983,-43.34908
27585,-5.8047833,-35.2277133
21315,-20.1745304,-40.2174569
21376,-30.0119571,-51.160736
6849,-20.149284,-40.244457
30586,-19.9171467,-43.9346026
4173,-20.1707626,-40.2409456
23617,-20.3316761,-40.3631415
32775,-22.8388207,-43.2819821
2210,-20.3606265,-40.302129
10037,-20.19809,-40.2480717
28020,-19.8288029,-44.1524429
35790,-20.2607657,-40.2945774
1869,-20.151505,-40.2507533
30955,-20.2980083,-40.3491551
21252,-22.961108,-43.3480567
100,-20.352455,-40.2990531
18607,-23.553092,-46.6546394
261,-20.1392876,-40.2447995
33431,-20.3743332,-40.3715705
35249,-22.9812622,-43.2229406
29644,-20.3437744,-40.3789849
25877,-20.2916541,-40.2923731
42479,-23.6670084,-46.6730082
27480,-20.1949985,-40.2618802
36180,-20.0515341,-40.2005793
30724,-23.6858945,-46.6065512
4883,-20.3514723,-40.3091322
28888,-22.9587702,-43.3298607
31933,-3.7313072,-38.5774808
20509,-20.1856592,-40.1977579
27904,-20.3534317,-40.3999767
19536,-8.0432096,-34.9411395
18739,-20.3130543,-40.289692
35250,-20.2889438,-40.3048454
26779,-5.7846643,-35.2013801
25309,-23.5633729,-46.5912506
20230,-20.3202015,-40.3959539
29513,-23.6167702,-46.5672986
18216,-23.5769633,-46.621565
20510,-7.9473288,-34.8768098
24540,-22.9443654,-47.0965531
23675,-20.4682637,-40.460966
21843,-23.6475858,-46.7225055
17428,-23.5361149,-46.7024169
6116,-22.7591909,-43.2968592
4427,-20.331421,-40.3595018
15714,-19.9321901,-43.9593009
31483,-20.3587779,-40.351864
29156,-19.9307233,-43.9442883
28354,-23.4835052,-46.7089872
29540,-20.3400319,-40.3199673
32407,-20.1264944,-40.1852469
35267,-22.9909343,-43.2524135
24532,-25.3812796,-49.2804889
28927,-23.5724889,-46.680334
36189,-20.3901358,-40.4964823
29998,-20.3049831,-40.2946826
36223,-20.3770815,-40.3686426
14693,-20.3720233,-40.3540432
31855,-20.3319772,-40.3702385
35078,-20.1965634,-40.2545408
2040,-20.1145336,-40.2846568
25378,-20.3458151,-40.3279129
41809,-20.3349649,-40.3192705
29158,-20.2522554,-40.272298
30195,-5.8899903,-35.1739605
27110,-23.4922063,-46.5924296
